session,Period,Subject,matching_group,rand,r,Valuation,reported_valuation,sum_reported_valuations,GroupDecisionRule,GroupDecisionVote,GroupDecisionVote_XY,vote,VotesInFavour,transfer,reports_others_3_3,reports_others_3_1,reports_others_3_minus_1,reports_others_3_minus_3,reports_others_1_1,reports_others_1_minus_1,reports_others_1_minus_3,reports_others_minus_1_minus_1,reports_others_minus_1_minus_3,reports_others_minus_3_minus_3,TimeOKTestQuestionsOK,positive,TimeOKStageONEOK,TimeWertschaetbenStageTWOAGVOK,TimeStimmeAbgebenStageTWOK2OK,TimeWEITERStageTWOStatusQuoOK,TimeZumMuenzwuImplementationOK,Draw_random_provision,ReportsVector1,ReportsVector2,provision,payoff,earnings,TimeOKOUTPUTRESULTSOK,TimeOKEndOfTrialRoundsOK,independent_groups,group_formation,i,random_number,rank,TimeWEITERWAITNGAFTERROUND12OK,NumberRank,ValuationVector1,ValuationVector2,ValuationVector3,snr1,snr2,snr3,x,y,srnr1,srnr2,SelectedPeriod,TimeOKProfitInfoOK,Age,Gender,TimeOKQuestionaire1OK,Orientation,Party,TimeOKQuestionaire2OK,risk_self,risk_others,TimeOKQuestionaire3OK,reports_others_7_7,reports_others_7_1,reports_others_7_minus_1,reports_others_7_minus_3,reports_others_3_minus_7,reports_others_1_minus_7,reports_others_minus_1_minus_7,reports_others_minus_7_minus_7,reports_others_7_minus_2,reports_others_minus_1_minus_2,reports_others_minus_2_minus_2,reports_others_minus_2_minus_3,Study_Subject,Session_number,treatment_distribution,maxsession,maxsubject,Rule_1,Rule_2,identifier,SurplusGroup,EfficientChoice,HypotheticalResultAGV,HypotheticalResultSM,HypotheticalResultSQ,HypotheticalResultRAND,ChoiceResultSubject,BinaryChoice,dummy_valuation_negative,truth_telling,truth_telling_sign,never_misreports_sign,block,session_match,ad_interim_round,ex_ante_round,valuation_positive,valuation_negative,Value_factor,Rule_Vote,chose_AGV,chose_SM,chose_NSQ,chose_RAND,treatment_number,efficient,efficient_mech_choice,ex_ante_efficient,GK_prefAGV,TaxTheWinner,absVal,Veto,comparison_order_inverted,Rational
150429_1710,18,2,1,0.82376748,0.6050896,1,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,29,,38.0,0.0,,0,-10,-10,1,1.0,9.0,25,,2,1,2,0.32414019,1,,1,1,3,3,2,3,7,4,7,3,7,16.0,17.0,23,male,,8,Nichtwähler,,2,2,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,5,-7,9,18,SM,NSQ,502,7,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,3,5_1,1,0,1,0,Value 1,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,1,0.0,0,1
150429_1710,18,3,1,0.018652596,0.83393395,3,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,34,,36.0,0.0,,0,-10,-10,1,3.0,9.0,25,,2,1,2,0.063396156,3,,1,1,3,3,2,3,7,4,7,2,7,16.0,25.0,25,male,,6,CDU/CSU,,8,2,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,5,-7,9,18,SM,NSQ,503,7,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,3,5_1,1,0,1,0,Value 3,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,3,0.0,0,1
150429_1710,18,7,1,0.37876648,0.82494915,3,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,32,,36.0,0.0,,0,-10,-10,1,3.0,9.0,25,,2,1,2,0.05974498,2,,1,1,3,3,2,3,7,4,3,2,3,16.0,4.0,25,male,,7,CDU/CSU,,1,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,5,-7,9,18,SM,NSQ,507,7,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,3,5_1,1,0,1,0,Value 3,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,3,0.0,0,1
150429_1710,18,5,2,0.71144277,0.93979514,3,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,32,,37.0,0.0,,1,-10,-10,1,3.0,9.0,25,,2,1,2,0.42553797,2,,1,3,1,1,5,6,9,4,9,6,9,16.0,21.0,26,male,,3,CDU/CSU,,8,6,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,5,-7,9,18,SM,NSQ,505,5,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,3,5_1,1,0,1,0,Value 3,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,3,0.0,0,1
150429_1710,18,6,2,0.41455397,0.57997924,1,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,35,,35.0,0.0,,1,-10,-10,1,1.0,9.0,25,,2,1,2,0.64237779,3,,1,3,1,1,5,6,9,4,9,5,9,16.0,10.0,19,female,,8,CDU/CSU,,3,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Jura,5,-7,9,18,SM,NSQ,506,5,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,3,5_1,1,0,1,0,Value 1,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,1,0.0,0,1
150429_1710,18,9,2,0.83740532,0.64771438,1,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,34,,35.0,0.0,,0,-10,-10,1,1.0,9.0,22,,2,1,2,0.45109656,1,,1,3,1,1,5,6,9,4,6,5,6,16.0,16.0,22,female,,2,Die Linke,,3,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Jura,5,-7,9,18,SM,NSQ,509,5,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,0,3,5_1,1,0,1,0,Value 1,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,1,0.0,0,1
150429_1710,18,1,3,0.84606767,0.50491333,1,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,34,,38.0,0.0,,1,-10,-10,1,1.0,9.0,25,,2,1,2,0.85891819,2,,1,1,1,1,1,4,8,4,8,4,8,16.0,21.0,20,male,,11,FDP,,9,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Jura,5,-7,9,18,SM,NSQ,501,3,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,3,5_1,1,0,1,0,Value 1,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,1,0.0,0,1
150429_1710,18,4,3,0.87446755,0.64749682,1,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,35,,32.0,0.0,,1,-10,-10,1,1.0,9.0,25,,2,1,2,0.85244459,1,,1,1,1,1,1,4,8,4,8,1,8,16.0,7.0,21,female,,6,Sonstige,,2,2,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,5,-7,9,18,SM,NSQ,504,3,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,3,5_1,1,0,1,0,Value 1,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,1,0.0,0,1
150429_1710,18,8,3,0.30088991,0.68096507,1,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,34,,38.0,0.0,,1,-10,-10,1,1.0,9.0,25,,2,1,2,0.86194098,3,,1,1,1,1,1,4,8,4,4,1,4,16.0,23.0,21,male,,8,Bündnis 90 / Die Grünen,,2,2,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,VWL,5,-7,9,18,SM,NSQ,508,3,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,3,5_1,1,0,1,0,Value 1,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,1,0.0,0,1
150429_1710,18,12,4,0.27129456,0.14446473,-7,-10,-30,SM,NSQ,2,No,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,0,31,,36.0,0.0,,0,-10,-10,0,0.0,9.0,25,,2,2,2,10.078476,2,,1,-7,3,-1,12,13,18,4,18,13,18,16.0,13.0,27,female,,1,Die Linke,,3,3,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Sozial- / Politikwissenschaften,5,-7,9,18,SM,NSQ,512,-5,0,0,0,0,0.5,0.0,SM vs. NSQ,negative,,,1,3,5_2,1,0,0,1,Value -7,0,,0.0,1.0,,Left-skewed,0.0,0.0,0.0,,0.0,7,1.0,0,1
150429_1710,18,13,4,0.46580681,0.96807677,3,-10,-30,SM,SM,1,Yes,1,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,34,,38.0,0.0,,0,-10,-10,0,0.0,9.0,25,,2,2,2,10.27646,1,,1,-7,3,-1,12,13,18,4,18,12,18,16.0,19.0,24,male,,9,Sonstige,,2,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,5,-7,9,18,SM,NSQ,513,-5,0,0,0,0,0.5,0.0,SM vs. NSQ,positive,,,1,3,5_2,1,0,1,0,Value 3,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,3,0.0,0,1
150429_1710,18,18,4,0.13507614,0.46425453,-1,-10,-30,SM,NSQ,2,No,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,0,33,,30.0,0.0,,1,-10,-10,0,0.0,9.0,25,,2,2,2,10.133898,3,,1,-7,3,-1,12,13,18,4,13,12,13,16.0,-12.0,22,female,,6,CDU/CSU,,2,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,5,-7,9,18,SM,NSQ,518,-5,0,0,0,0,0.5,0.0,SM vs. NSQ,negative,,,1,3,5_2,1,0,0,1,Value -1,0,,0.0,1.0,,Left-skewed,0.0,0.0,0.0,,0.0,1,0.0,0,1
150429_1710,18,11,5,0.45176637,0.1367483,-7,-10,-30,NSQ,NSQ,2,-1,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,0,35,,0.0,24.0,,0,-10,-10,0,0.0,9.0,25,,2,2,2,10.443249,2,,1,-7,1,-1,11,14,17,4,17,14,17,16.0,24.0,21,male,,3,Bündnis 90 / Die Grünen,,8,9,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Sonstiges,5,-7,9,18,SM,NSQ,511,-7,0,0,0,0,0.5,0.0,SM vs. NSQ,negative,,,1,3,5_2,1,0,0,1,Value -7,0,,0.0,1.0,,Left-skewed,0.0,0.0,0.0,,0.0,7,1.0,0,1
150429_1710,18,14,5,0.40309981,0.70295995,1,-10,-30,NSQ,SM,1,-1,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,34,,0.0,29.0,,1,-10,-10,0,0.0,9.0,25,,2,2,2,10.616077,3,,1,-7,1,-1,11,14,17,4,17,11,17,16.0,-15.0,24,male,,4,SPD,,6,2,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Jura,5,-7,9,18,SM,NSQ,514,-7,0,0,0,0,0.5,0.0,SM vs. NSQ,positive,,,0,3,5_2,1,0,1,0,Value 1,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,1,0.0,0,1
150429_1710,18,17,5,0.97480989,0.28523639,-1,-10,-30,NSQ,NSQ,2,-1,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,0,34,,0.0,37.0,,1,-10,-10,0,0.0,9.0,25,,2,2,2,10.676929,1,,1,-7,1,-1,11,14,17,4,14,11,14,16.0,25.0,19,male,,7,CDU/CSU,,8,6,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,VWL,5,-7,9,18,SM,NSQ,517,-7,0,0,0,0,0.5,0.0,SM vs. NSQ,negative,,,1,3,5_2,1,0,0,1,Value -1,0,,0.0,1.0,,Left-skewed,0.0,0.0,0.0,,0.0,1,0.0,0,1
150429_1710,18,10,6,0.4760952,0.97358048,3,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,31,,35.0,0.0,,1,-10,-10,1,3.0,9.0,25,,2,2,2,10.689333,3,,1,3,3,1,10,15,16,4,16,15,16,16.0,21.0,22,female,,6,Nichtwähler,,4,6,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,5,-7,9,18,SM,NSQ,510,7,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,3,5_2,1,0,1,0,Value 3,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,3,0.0,0,1
150429_1710,18,15,6,0.73192143,0.96761388,3,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,33,,36.0,0.0,,0,-10,-10,1,3.0,9.0,25,,2,2,2,10.765963,1,,1,3,3,1,10,15,16,4,16,10,16,16.0,22.0,26,male,,7,Bündnis 90 / Die Grünen,,6,2,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,5,-7,9,18,SM,NSQ,515,7,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,3,5_2,1,0,1,0,Value 3,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,3,0.0,0,1
150429_1710,18,16,6,0.72132814,0.64499009,1,-10,-30,SM,SM,1,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,33,,35.0,0.0,,1,-10,-10,1,1.0,9.0,25,,2,2,2,10.979508,2,,1,3,3,1,10,15,16,4,15,10,15,16.0,19.0,22,male,,5,FDP,,8,4,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,VWL,5,-7,9,18,SM,NSQ,516,7,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,3,5_2,1,0,1,0,Value 1,1,,1.0,0.0,,Left-skewed,1.0,1.0,0.0,,0.0,1,0.0,0,1
150430_0958,1,4,1,0.20630851,0.089213923,-3,-10,-30,SM,SM,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,-5,,27.0,,0.0,0,-10,-10,0,0.0,,16,,2,1,2,0.037759069,2,,1,-3,7,-3,4,9,11,4,11,9,11,,,24,female,,6,CDU/CSU,,8,5,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,SM,RAND,604,1,1,1,0,0,0.5,0.0,SM vs. RAND,negative,,,1,1,6_1,0,1,0,1,Value -3,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,3,0.0,0,1
150430_0958,1,9,1,0.19549662,0.84051514,7,-10,-30,SM,SM,1,Yes,1,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,29,,28.0,,0.0,1,-10,-10,0,0.0,,21,,2,1,2,0.42716309,3,,1,-3,7,-3,4,9,11,4,11,4,11,,,22,female,,6,CDU/CSU,,7,6,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,SM,RAND,609,1,1,1,0,0,0.5,0.0,SM vs. RAND,positive,,,1,1,6_1,0,1,1,0,Value 7,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,7,0.0,0,1
150430_0958,1,11,1,0.40731505,0.033509687,-3,-10,-30,SM,SM,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,31,,28.0,,0.0,1,-10,-10,0,0.0,,12,,2,1,2,0.30921078,1,,1,-3,7,-3,4,9,11,4,9,4,9,,,21,male,,7,FDP,,4,6,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,SM,RAND,611,1,1,1,0,0,0.5,0.0,SM vs. RAND,negative,,,1,1,6_1,0,1,0,1,Value -3,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,3,0.0,0,1
150430_0958,1,7,2,0.43360087,0.74409193,1,-10,-30,SM,SM,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,25,,0.0,,0.0,0,-10,-10,0,1.0,,6,,2,1,2,0.52748626,3,,1,1,1,7,7,8,10,4,10,8,10,,,39,male,,5,CDU/CSU,,2,7,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,Philosophie / Geschichte,6,+7,9,24,SM,RAND,607,9,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,0,1,6_1,0,1,1,0,Value 1,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,1,0.0,0,1
150430_0958,1,8,2,0.63821733,0.52977788,1,-10,-30,SM,SM,1,Yes,2,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,21,,29.0,,0.0,1,-10,-10,1,1.0,,15,,2,1,2,0.51806849,1,,1,1,1,7,7,8,10,4,10,7,10,,,29,male,,6,Nichtwähler,,3,6,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,Biologie / Chemie / Physik,6,+7,9,24,SM,RAND,608,9,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,6_1,0,1,1,0,Value 1,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,1,0.0,0,1
150430_0958,1,10,2,0.53540105,0.89424455,7,-10,-30,SM,SM,1,Yes,2,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,28,,15.0,,0.0,1,-10,-10,1,7.0,,17,,2,1,2,0.47146007,2,,1,1,1,7,7,8,10,4,8,7,8,,,21,female,,7,CDU/CSU,,2,6,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,Anglistik / Amerikanistik / Germanistik / Romanistik,6,+7,9,24,SM,RAND,610,9,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,6_1,0,1,1,0,Value 7,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,7,0.0,0,1
150430_0958,1,3,3,0.74945205,0.79771531,7,-10,-30,SM,SM,1,Yes,2,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,27,,27.0,,0.0,1,-10,-10,1,7.0,,18,,2,1,2,0.82922012,2,,1,7,-1,7,3,5,6,4,6,5,6,,,19,female,,6,Nichtwähler,,3,3,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,SM,RAND,603,13,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,6_1,0,1,1,0,Value 7,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,7,0.0,0,1
150430_0958,1,5,3,0.90570056,0.41842166,-1,-10,-30,SM,SM,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,26,,32.0,,0.0,1,-10,-10,0,-1.0,,18,,2,1,2,0.60946137,1,,1,7,-1,7,3,5,6,4,6,3,6,,,20,male,,4,Nichtwähler,,6,5,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,SM,RAND,605,13,1,1,1,0,0.5,1.0,SM vs. RAND,negative,,,1,1,6_1,0,1,0,1,Value -1,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,1,0.0,0,1
150430_0958,1,6,3,0.24100657,0.97668171,7,-10,-30,SM,SM,1,Yes,2,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,34,,33.0,,0.0,0,-10,-10,1,7.0,,22,,2,1,2,0.78354251,3,,1,7,-1,7,3,5,6,4,5,3,5,,,21,female,,4,Nichtwähler,,8,7,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,SM,RAND,606,13,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,6_1,0,1,1,0,Value 7,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,7,0.0,0,1
150430_0958,1,1,4,0.40597409,0.44098389,-1,-10,-30,SM,SM,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,27,0.0,34.0,0.0,0.0,0,-10,-10,0,0.0,9.0,14,,2,1,2,0.90131462,3,0.0,1,-1,-1,1,1,2,12,4,12,2,12,0.0,0.0,21,female,,3,Bündnis 90 / Die Grünen,,3,5,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,Anglistik / Amerikanistik / Germanistik / Romanistik,6,+7,9,24,SM,RAND,601,-1,0,0,0,0,0.5,0.0,SM vs. RAND,negative,,,1,1,6_1,0,1,0,1,Value -1,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,1,0.0,0,1
150430_0958,1,2,4,0.52310336,0.3299959,-1,-10,-30,SM,SM,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,30,,35.0,,0.0,0,-10,-10,0,0.0,,18,,2,1,2,0.95232052,1,,1,-1,-1,1,1,2,12,4,12,1,12,,,20,male,,5,FDP,,7,3,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,SM,RAND,602,-1,0,0,0,0,0.5,0.0,SM vs. RAND,negative,,,1,1,6_1,0,1,0,1,Value -1,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,1,0.0,0,1
150430_0958,1,12,4,0.48535764,0.59731323,1,-10,-30,SM,SM,1,Yes,1,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,30,,33.0,,0.0,0,-10,-10,0,0.0,,23,,2,1,2,0.93805563,2,,1,-1,-1,1,1,2,12,4,2,1,2,,,21,male,,6,Nichtwähler,,6,7,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,SM,RAND,612,-1,0,0,0,0,0.5,0.0,SM vs. RAND,positive,,,0,1,6_1,0,1,1,0,Value 1,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,1,0.0,0,1
150430_0958,1,16,5,0.28509092,0.043726135,-3,-10,-30,SM,RAND,2,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,21,,23.0,,0.0,0,-10,-10,0,0.0,,8,,2,2,2,10.241486,2,,1,-3,-1,-3,16,21,22,4,22,21,22,,,22,female,,7,SPD,,3,5,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,Wirtschaftspädagogik / Lehramt,6,+7,9,24,SM,RAND,616,-7,0,0,0,0,0.5,0.5,SM vs. RAND,negative,,,0,1,6_2,0,1,0,1,Value -3,0,,0.0,,1.0,Right-skewed,0.0,0.0,0.0,,1.0,3,0.0,0,0
150430_0958,1,21,5,0.17542891,0.27690282,-1,-10,-30,SM,SM,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,20,,22.0,,0.0,0,-10,-10,0,0.0,,3,,2,2,2,10.245742,3,,1,-3,-1,-3,16,21,22,4,22,16,22,,,27,female,,7,Bündnis 90 / Die Grünen,,0,6,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,SM,RAND,621,-7,0,0,0,0,0.5,0.0,SM vs. RAND,negative,,,1,1,6_2,0,1,0,1,Value -1,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,1,0.0,0,1
150430_0958,1,22,5,0.74178284,0.19730277,-3,-10,-30,SM,SM,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,31,,33.0,,0.0,1,-10,-10,0,0.0,,22,,2,2,2,10.2013,1,,1,-3,-1,-3,16,21,22,4,21,16,21,,,20,female,,6,Nichtwähler,,5,5,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,SM,RAND,622,-7,0,0,0,0,0.5,0.0,SM vs. RAND,negative,,,0,1,6_2,0,1,0,1,Value -3,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,3,0.0,0,1
150430_0958,1,13,6,0.41264865,0.038378403,-3,-10,-30,SM,SM,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,30,,32.0,,0.0,0,-10,-10,0,0.0,,14,,2,2,2,10.347744,2,,1,-3,-3,-3,13,14,24,4,24,14,24,,,24,female,,2,FDP,,8,1,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,Wirtschaftspädagogik / Lehramt,6,+7,9,24,SM,RAND,613,-9,0,0,0,0,0.5,0.0,SM vs. RAND,negative,,,0,1,6_2,0,1,0,1,Value -3,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,3,0.0,0,1
150430_0958,1,14,6,0.025796991,0.078808084,-3,-10,-30,SM,SM,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,10,,36.0,,0.0,0,-10,-10,0,0.0,,21,,2,2,2,10.447112,3,,1,-3,-3,-3,13,14,24,4,24,13,24,,,20,male,,6,CDU/CSU,,0,0,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,VWL,6,+7,9,24,SM,RAND,614,-9,0,0,0,0,0.5,0.0,SM vs. RAND,negative,,,1,1,6_2,0,1,0,1,Value -3,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,3,0.0,0,1
150430_0958,1,24,6,0.88546097,0.076000236,-3,-10,-30,SM,SM,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,29,,30.0,,0.0,0,-10,-10,0,0.0,,17,,2,2,2,10.616252,1,,1,-3,-3,-3,13,14,24,4,14,13,14,,,20,male,,4,SPD,,7,7,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,SM,RAND,624,-9,0,0,0,0,0.5,0.0,SM vs. RAND,negative,,,0,1,6_2,0,1,0,1,Value -3,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,3,0.0,0,1
150430_0958,1,17,7,0.078126378,0.66410315,1,-10,-30,SM,SM,1,Yes,2,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,28,,32.0,,0.0,0,-10,-10,1,1.0,,12,,2,2,2,10.632454,3,,1,1,-3,1,17,18,20,4,20,18,20,,,27,male,,8,CDU/CSU,,4,8,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,SM,RAND,617,-1,0,0,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,6_2,0,1,1,0,Value 1,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,1,0.0,0,1
150430_0958,1,18,7,0.65297306,0.067615613,-3,-10,-30,SM,SM,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,27,,28.0,,0.0,0,-10,-10,0,-3.0,,16,,2,2,2,10.695316,1,,1,1,-3,1,17,18,20,4,20,17,20,,,19,female,,6,SPD,,6,7,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,SM,RAND,618,-1,0,0,1,0,0.5,1.0,SM vs. RAND,negative,,,1,1,6_2,0,1,0,1,Value -3,1,,1.0,,0.0,Right-skewed,1.0,1.0,1.0,,1.0,3,0.0,0,1
